artist,artist_href,life,num_artworks
Kenzo Okada,/en/kenzo-okada,1902 - 1982,22
Taro Okamoto,/en/taro-okamoto,1911 - 1996,10
Georgia O'Keeffe,/en/georgia-o-keeffe,1887 - 1986,237
Okumura Togyu,/en/togyu-okumura,1889 - 1990,11
Necmeddin Okyay,/en/necmeddin-okyay,1883 - 1976,17
Claes Oldenburg,/en/claes-oldenburg,born 1929,24
Mikhail Olennikov,/en/olennikov-mikhail-zinovevich,1934 - c.2014,24
Jules Olitski,/en/jules-olitski,1922 - 2007,0
Nathan Oliveira,/en/nathan-oliveira,1928 - 2010,33
Francisco Oller,/en/francisco-oller,1833 - 1917,27
Mihai Olos,/en/mihai-olos,1940 - 2015,26
Olowe of Ise,/en/olowe-of-ise,c.1873 - c.1938,13
Albert Julius Olsson,/en/albert-julius-olsson,1864 - 1942,46
Frank O'Meara,/en/frank-omeara,1853 - 1888,15
Koshiro Onchi,/en/koshiro-onchi,1891 - 1955,40
Robert Julian Onderdonk,/en/robert-julian-onderdonk,1882 - 1922,128
Rose O'Neill,/en/rose-oneill,1874 - 1944,14
Fusun Onur,/en/fusun-onur,born 1938,18
Roman Opalka,/en/roman-opalka,1931 - 2011,14
Julian Opie,/en/julian-opie,born 1958,13
Dennis Oppenheim,/en/dennis-oppenheim,1938 - 2011,11
Meret Oppenheim,/en/meret-oppenheim,1913 - 1985,18
Max Oppenheimer,/en/max-oppenheimer,1885 - 1954,16
Silviu Oravitzan,/en/silviu-oravitzan,born 1941,21
Orazio Gentileschi,/en/orazio-gentileschi,1563 - 1639,57
Volodymyr Orlovsky,/en/volodymyr-orlovsky,1842 - 1914,66
Alexander Orlowski,/en/alexander-orlowski,1777 - 1832,33
Haralampi G. Oroschakoff,/en/haralampi-g-oroschakoff,born c.1955,12
Jose Clemente Orozco,/en/jose-clemente-orozco,1883 - 1949,65
Carlos Orozco Romero,/en/carlos-orozco-romero,1896 - 1984,23
William Orpen,/en/william-orpen,1878 - 1931,68
Monique Orsini,/en/monique-orsini,born 1937,36
Orthodox Icons,/en/orthodox-icons,born c.330,437
Walter Osborne,/en/walter-osborne,1859 - 1903,29
Hafiz Osman,/en/hafiz-osman,1642 - 1698,14
Adriaen van Ostade,/en/adriaen-van-ostade,1610 - 1685,91
Isaac van Ostade,/en/isaac-van-ostade,1621 - 1649,21
Anna Ostroumova-Lebedeva,/en/anna-ostroumova-lebedeva,1871 - 1955,95
Jorge Oteiza,/en/jorge-oteiza,1908 - 2003,0
Petre Otskheli,/en/petre-oc-xeli,1907 - 1937,21
Otto Constantin,/en/otto-constantin,born 1990,5
Jean-Baptiste Oudry,/en/jean-baptiste-oudry,1686 - 1755,33
Ramon Oviedo,/en/ramon-oviedo,born 1924,41
Owon,/en/owon,1843 - 1897,14
Amedee Ozenfant,/en/amedee-ozenfant,1886 - 1966,16
Wolfgang Paalen,/en/wolfgang-paalen,1905 - 1959,35
Joseph Pace,/en/joseph-pace,born 1959,18
Ion Pacea,/en/ion-pacea,1924 - 1999,56
Francisco Pacheco,/en/francisco-pacheco,1564 - 1644,26
Dimitrie Paciurea,/en/dimitrie-paciurea,1875 - 1932,16
Nam June Paik,/en/nam-june-paik,1932 - 2006,22
Grace Pailthorpe,/en/grace-pailthorpe,1883 - 1971,13
David Chethlahe Paladin,/en/david-chethlahe-paladin,1926 - 1984,19
Abraham Palatnik,/en/abraham-palatnik,born 1928,35
Pablo Palazuelo,/en/pablo-palazuelo,1916 - 2007,24
Blinky Palermo,/en/blinky-palermo,1943 - 1977,23
Andrea Palladio,/en/andrea-palladio,1508 - 1580,54
Theodor Pallady,/en/theodor-pallady,1871 - 1956,58
Palma il Giovane,/en/palma-il-giovane,c.1550 - 1628,152
Charly Palmer,/en/charly-palmer,born 1960,13
Samuel Palmer,/en/samuel-palmer,1805 - 1881,36
Victor Palmov,/en/victor-palmov,1888 - 1929,21
Antonio Palolo,/en/antonio-palolo,1946 - 2000,35
Arthur Pan,/en/arthur-pan,1894 - 1983,8
Jose Pancetti,/en/jose-pancetti,1902 - 1958,33
Armin Andreas Pangerl,/en/armin-andreas-pangerl,born 1965,23
Giovanni Paolo Panini,/en/giovanni-paolo-panini,1691 - 1765,24
Józef Pankiewicz,/en/jozef-pankiewicz,1866 - 1940,28
Pericles Pantazis,/en/pericles-pantazis,1849 - 1884,35
Ion Pantilie,/en/ion-pantilie,born 1945,10
Giulio Paolini,/en/giulio-paolini,born 1940,15
Eduardo Paolozzi,/en/eduardo-paolozzi,1924 - 2005,17
Spyros Papaloukas,/en/spyros-papaloukas,1892 - 1957,52
Georges Papazoff,/en/georges-papazoff,1894 - 1972,28
Lygia Pape,/en/lygia-pape,1927 - 2004,73
Anatoli Papian,/en/anatoli-papian,1924 - 2007,4
Heinrich Papin,/en/heinrich-papin,1786 - 1839,11
Sergei Parajanov,/en/sergei-parajanov,1924 - 1990,25
Mimi Parent,/en/mimi-parent,1924 - 2005,22
Luis Paret y Alcazar,/en/luis-paret-y-alcazar,1746 - 1799,27
David Park,/en/david-park,1911 - 1960,17
Cornelia Parker,/en/cornelia-parker,born 1956,25
Ray Parker,/en/ray-parker,1922 - 1990,27
Michel Parmentier,/en/michel-parmentier,1938 - 2000,10
Parmigianino,/en/parmigianino,1503 - 1540,46
Mana Parpulova,/en/mana-parpulova,1925 - 1987,13
Graydon Parrish,/en/graydon-parrish,born 1970,12
Maxfield Parrish,/en/maxfield-parrish,1870 - 1966,40
Alfred Parsons,/en/alfred-parsons,1847 - 1920,24
Betty Parsons,/en/betty-parsons,1900 - 1982,34
Jurgen Partenheimer,/en/jurgen-partenheimer,born 1947,15
Konstantinos Parthenis,/en/konstantinos-parthenis,1878 - 1967,61
Jules Pascin,/en/jules-pascin,1885 - 1930,16
Oleksandr Pashenko,/en/oleksandr-pashenko,1906 - 1963,7
Helen Pashgian,/en/helen-pashgian,born 1934,14
Victor Pasmore,/en/victor-pasmore,1908 - 1998,35
Bartolomeo Passerotti,/en/bartolomeo-passerotti,1529 - 1592,31
Johann Nepomuk Passini,/en/johann-nepomuk-passini,1798 - 1874,22
Ludwig Passini,/en/ludwig-passini,1832 - 1903,30
Cesar Paternosto,/en/cesar-paternosto,born 1931,17
Joachim Patinir,/en/joachim-patinir,c.1480 - 1524,22
Pietropoli Patrick,/en/patrick-pietropoli,born 1953,52
Georg Pauli,/en/georg-pauli,1855 - 1935,33
Paulo Tercio,/en/paulo-tercio,born 1968,21
Paul Paun,/en/paul-paun,1915 - 1994,15
Paweł Kluza,/en/kluza,born 1983,15
Charles Willson Peale,/en/charles-willson-peale,1741 - 1827,65
Rembrandt Peale,/en/rembrandt-peale,1778 - 1860,71
Charles Sprague Pearce,/en/charles-sprague-pearce,1851 - 1914,33
Philip Pearlstein,/en/philip-pearlstein,born 1924,15
Max Pechstein,/en/max-pechstein,1881 - 1955,77
Paul Peel,/en/paul-peel,1860 - 1892,40
Clara Peeters,/en/clara-peeters,c.1594 - c.1657,12
Henk Peeters,/en/henk-peeters,1925 - 2013,13
Werner Peiner,/en/werner-peiner,1897 - 1984,29
Pierre-Jacques Pelletier,/en/pierre-jacques-pelletier,1867 - 1931,20
Agnes Lawrence Pelton,/en/agnes-lawrence-pelton,1881 - 1961,21
Tia Peltz,/en/tia-peltz,1923 - 1999,36
George Pemba,/en/george-pemba,1912 - 2001,49
Giuseppe Penone,/en/giuseppe-penone,born 1947,23
Samuel Peploe,/en/samuel-peploe,1871 - 1935,252
Jules Perahim,/en/jules-perahim,1914 - 2008,65
Alberto Pereira,/en/alberto-pereira,born 1989,10
Peter Laszlo Peri,/en/peter-laszlo-peri,1889 - 1967,11
Patxi Xabier Lezama Perier,/en/patxi-xabier-lezama-perier,born 1967,13
Constant Permeke,/en/constant-permeke,1886 - 1952,35
Vasily Perov,/en/vasily-perov,1834 - 1882,184
Léon Bazile Perrault,/en/leon-bazille-perrault,1832 - 1908,50
Nicola Perscheid,/en/nicola-perscheid,1864 - 1930,99
Pietro Perugino,/en/pietro-perugino,1446 - 1524,178
Antoine Pesne,/en/antoine-pesne,1683 - 1757,69
Johann Anton de Peters,/en/johann-anton-de-peters,1725 - 1795,12
Roland Petersen,/en/roland-petersen,born 1926,14
Denis Peterson,/en/denis-peterson,,10
Hippolyte Petitjean,/en/hippolyte-petitjean,1854 - 1929,13
Gheorghe Petrascu,/en/gheorghe-petrascu,1872 - 1949,0
Milița Petrașcu,/en/milita-petrascu,1892 - 1976,8
Nadezda Petrovic,/en/nadezda-petrovic,c.1873 - c.1915,27
Kuzma Petrov-Vodkin,/en/kuzma-petrov-vodkin,1878 - 1939,233
Anatol Petrytsky,/en/anatol-petrytsky,1895 - 1964,13
John Pettie,/en/john-pettie,1839 - 1893,46
Emilio Pettoruti,/en/pettoruti,1892 - 1971,7
Kathleen Petyarre,/en/kathleen-petyarre,born c.1940,30
Phase 2,/en/phase-2,1955 - 2019,13
Theodor Philipsen,/en/theodor-philipsen,1840 - 1920,23
Marjorie Acker Phillips,/en/marjorie-acker-phillips,1895 - 1985,14
Peter Phillips,/en/peter-phillips,born 1939,15
Gianni Piacentino,/en/gianni-piacentino,born 1945,14
Francis Picabia,/en/francis-picabia,1879 - 1953,131
Pablo Picasso,/en/pablo-picasso,1881 - 1973,1168
Henri-Pierre Picou,/en/henri-pierre-picou,1824 - 1895,36
Otto Piene,/en/otto-piene,1928 - 2014,7
Pierre-Auguste Cot,/en/pierre-auguste-cot,1837 - 1883,14
Jean-Baptiste Pigalle,/en/jean-baptiste-pigalle,1714 - 1785,22
Joan Hernandez Pijuan,/en/joan-hernandez-pijuan,1931 - 2005,40
Constantin Piliuta,/en/constantin-piliuta,1929 - 2003,55
Arthur Pinajian,/en/arthur-pinajian,1914 - 1999,17
Achille Pinelli,/en/achille-pinelli,1809 - 1841,14
Bartolomeo Pinelli,/en/bartolomeo-pinelli,1781 - 1835,48
Pino Pinelli,/en/pino-pinelli,born 1938,19
Stanley Pinker,/en/stanley-pinker,1924 - 2012,43
Albert Pinkham Ryder,/en/albert-pinkham-ryder,1847 - 1917,27
Giuseppe Pinot-Gallizio,/en/giuseppe-pinot-gallizio,1902 - 1964,14
Pinturicchio,/en/pinturicchio,1454 - 1513,23
Johann Georg Pinzel,/en/johann-georg-pinzel,c.1707 - c.1761,45
Adrian Piper,/en/adrian-piper,born 1948,11
Horace Pippin,/en/horace-pippin,1888 - 1946,58
Giovanni Battista Piranesi,/en/giovanni-battista-piranesi,1720 - 1778,1352
Maximilian Pirner,/en/maximilian-pirner,1853 - 1924,30
Niko Pirosmani,/en/niko-pirosmani,1862 - 1918,220
Pisanello,/en/pisanello,c.1395 - 1455,21
Camille Pissarro,/en/camille-pissarro,1830 - 1903,889
Lucien Pissarro,/en/lucien-pissarro,1863 - 1944,113
Michelangelo Pistoletto,/en/michelangelo-pistoletto,born 1933,16
Giambattista Pittoni,/en/giambattista-pittoni,1687 - 1767,21
Viktor Pivovarov,/en/pivovarov-viktor-dmitrievich,born c.1937,15
Angel Planells,/en/angel-planells,1901 - 1989,27
Cameron Platter,/en/cameron-platter,born 1978,22
Ilarion Pleshynskyi,/en/ilarion-pleshynskyi,1892 - 1961,6
Marko Pogacnik,/en/marko-pogacnik,born 1944,23
Maurice Poirson,/en/maurice-poirson,c.1850 - 1882,13
Vasily Polenov,/en/vasily-polenov,1844 - 1927,244
Serge Poliakoff,/en/serge-poliakoff,1906 - 1969,22
Leon Polk Smith,/en/leon-polk-smith,1906 - 1996,17
Sigmar Polke,/en/sigmar-polke,1941 - 2010,45
Jackson Pollock,/en/jackson-pollock,1912 - 1956,88
Gio Pomodoro,/en/gio-pomodoro,1930 - 2002,16
François Pompon,/en/francois-pompon,1855 - 1933,14
Joan Ponc,/en/joan-ponc,1927 - 1984,67
Fernando García Ponce,/en/fernando-garcia-ponce,1933 - 1987,20
Louis Pons,/en/louis-pons,born 1927,15
Jacopo Pontormo,/en/jacopo-pontormo,1494 - 1557,105
Juriaen Pool,/en/juriaen-pool,1665 - 1745,6
Larry Poons,/en/larry-poons,born 1937,0
Alexander Pope,/en/alexander-pope,1849 - 1924,22
Colette Pope Heldner,/en/colette-pope-heldner,1902 - 1990,21
Stefan Popescu,/en/stefan-popescu,1872 - 1948,37
Vasile Popescu,/en/vasile-popescu,1894 - 1944,19
Lyubov Popova,/en/lyubov-popova,1889 - 1924,36
Bertalan Por,/en/bertalan-por,1880 - 1964,23
Jean-François Portaels,/en/jean-francois-portaels,1818 - 1895,62
Fairfield Porter,/en/fairfield-porter,1907 - 1975,23
Candido Portinari,/en/candido-portinari,1903 - 1962,66
Rene Portocarrero,/en/rene-portocarrero,1912 - 1985,26
Vieira Portuense,/en/vieira-portuense,1765 - 1805,11
Jose Guadalupe Posada,/en/jose-guadalupe-posada,1852 - 1913,55
Charlotte Posenenske,/en/charlotte-posenenske,1930 - 1985,37
Mily Possoz,/en/mily-possoz,1888 - 1968,19
Laslett John Pott,/en/laslett-john-pott,1837 - 1898,22
Beatrix Potter,/en/beatrix-potter,1866 - 1943,32
Edward Henry Potthast,/en/edward-henry-potthast,1857 - 1927,41
Henrique Pousao,/en/henrique-pousao,1859 - 1884,19
Richard Pousette-Dart,/en/richard-pousette-dart,1916 - 1992,54
Nicolas Poussin,/en/nicolas-poussin,1594 - 1665,126
Antonio Povedano,/en/antonio-povedano,1918 - 2008,12
Charles Martin Powell,/en/charles-martin-powell,1775 - 1824,16
Cyril Power,/en/cyril-power,1872 - 1951,15
Edward Poynter,/en/edward-poynter,1836 - 1919,42
Jorge Pardo,/en/jorge-prado,born 1963,21
Hifa Cybe,/en/luiza-prado,born 1988,18
Enrico Prampolini,/en/enrico-prampolini,1894 - 1956,35
Karl Prantl,/en/karl-prantl,1923 - 2010,10
Mario Prassinos,/en/mario-prassinos,1916 - 1985,37
Lidy Prati,/en/lidy-prati,1921 - 2008,10
Mary Pratt,/en/mary-pratt,born 1935,15
Maurice Prendergast,/en/maurice-prendergast,1858 - 1924,379
Mattia Preti,/en/mattia-preti,1613 - 1699,32
Kenneth Price,/en/kenneth-price,1935 - 2012,12
Maria Primachenko,/en/maria-primachenko,1908 - 1997,119
Stephen Prina,/en/stephen-prina,born 1954,11
Richard Prince,/en/richard-prince,born 1949,10
Anton Prinner,/en/anton-prinner,1902 - 1983,37
Kim Prisu,/en/kim-prisu,born 1962,14
Giulio Cesare Procaccini,/en/giulio-cesare-procaccini,1574 - 1625,76
Patrick Procktor,/en/patrick-procktor,1936 - 2003,38
Jan Provoost,/en/jan-provoost,c.1462 - 1529,15
Pierre-Paul Prud'hon,/en/pierre-paul-prud-hon,1758 - 1823,109
Sarah Purser,/en/sarah-purser,1848 - 1943,44
Vilhelms Purvitis,/en/vilhelms-purvitis,1872 - 1945,16
Pushpamala N,/en/pushpamala-n,born 1956,21
Pierre Puvis de Chavannes,/en/pierre-puvis-de-chavannes,1824 - 1898,70
Victor Puzyrkov,/en/victor-puzyrkov,1918 - 1999,20
Howard Pyle,/en/howard-pyle,1853 - 1911,80
Mykola Pymonenko,/en/mykola-pymonenko,1862 - 1912,41
Qi Baishi,/en/qi-baishi,1864 - 1957,91
Qiu Ying,/en/qiu-ying,1494 - 1552,25
Robert Qualters,/en/robert-qualters,born 1934,15
Giacomo Quarenghi,/en/giacomo-quarenghi,1744 - 1817,11
John Quidor,/en/john-quidor,1801 - 1881,10
Carmelo Arden Quin,/en/carmelo-arden-quin,1913 - 2010,15
Lee Quinones,/en/lee-quinones,born 1960,13
Benito Quinquela Martin,/en/benito-quinquela-martin,1890 - 1977,19
Arne Quinze,/en/arne-quinze,born 1971,20
Tal R,/en/tal-r,born c.1967,20
Arthur Rackham,/en/arthur-rackham,1867 - 1939,161
Henry Raeburn,/en/henry-raeburn,1756 - 1823,60
Markus Raetz,/en/markus-raetz,born 1941,14
Jesus Rafael Soto,/en/jesus-rafael-soto,1923 - 2005,27
Rafal Bujnowski,/en/rafal-bujnowski,born 1974,9
Albert Rafols-Casamada,/en/albert-rafols-casamada,1923 - 2009,28
Alice Rahon,/en/alice-rahon,1904 - 1987,23
Arnulf Rainer,/en/arnulf-rainer,born 1929,15
Mustafa Rakim,/en/mustafa-rakim,1757 - 1826,19
Vlada Ralko,/en/vlada-ralko,born 1969,40
Ramirez Villamizar,/en/ramirez-villamizar,1922 - 2004,17
Mel Ramos,/en/mel-ramos,born 1935,0
Allan Ramsay,/en/allan-ramsay,1713 - 1784,45
Mel Ramsden,/en/mel-ramsden,born 1944,5
Paul Ranson,/en/paul-ranson,1864 - 1909,56
Raphael,/en/raphael,1483 - 1520,184
Antonietta Raphael,/en/antonietta-raphael,1895 - 1975,26
Sonya Rapoport,/en/sonya-rapoport,born 1923,13
Raquel Forner,/en/raquel-forner,born 1902,6
Jerg Ratgeb,/en/jerg-ratgeb,c.1480 - 1526,18
Neo Rauch,/en/neo-rauch,born 1960,18
Robert Rauschenberg,/en/robert-rauschenberg,1925 - 2008,156
Roger Raveel,/en/roger-raveel,1921 - 2013,33
Raja Ravi Varma,/en/raja-ravi-varma,1848 - 1906,51
Eric Ravilious,/en/eric-ravilious,1903 - 1942,103
Man Ray,/en/man-ray,1890 - 1976,84
Jean-Pierre Raynaud,/en/jean-pierre-raynaud,born 1939,10
Omar Rayo,/en/omar-rayo,1928 - 2010,19
Martial Raysse,/en/martial-raysse,born 1936,43
S. H. Raza,/en/s-h-raza,born 1922,16
Cadurcis Plantagenet Ream,/en/cadurcis-plantagenet-ream,1838 - 1917,6
Granville Redmond,/en/granville-redmond,1871 - 1935,32
Odilon Redon,/en/odilon-redon,1840 - 1916,455
Ethel Reed,/en/ethel-reed,1874 - 1912,46
Paul Reed,/en/paul-reed,born 1919,41
John Register,/en/john-register,1939 - 1996,12
Henri Regnault,/en/henri-regnault,1843 - 1871,28
Paula Rego,/en/paula-rego,born 1935,36
Fritz Rehm,/en/fritz-rehm,1871 - 1928,11
Robert Lewis Reid,/en/robert-lewis-reid,1862 - 1929,82
Charles Reiffel,/en/charles-reiffel,1862 - 1942,20
George Philip Reinagle,/en/george-philip-reinagle,1802 - 1835,15
Ad Reinhardt,/en/ad-reinhardt,1913 - 1967,52
Heinrich Reinhold,/en/heinrich-reinhold,1788 - 1825,15
Rembrandt,/en/rembrandt,1606 - 1669,769
Frederic Remington,/en/frederic-remington,1861 - 1909,50
Gregg Renfrow,/en/gregg-renfrow,born 1948,12
Guido Reni,/en/guido-reni,1575 - 1642,144
Pierre-Auguste Renoir,/en/pierre-auguste-renoir,1841 - 1919,1412
Ilya Repin,/en/ilya-repin,1844 - 1930,541
Julio Resende,/en/julio-resende,1917 - 2011,29
Bernadette Resha,/en/bernadette-resha,born 1989,61
Milton Resnick,/en/milton-resnick,1917 - 2004,21
Camil Ressu,/en/camil-ressu,1880 - 1962,20
Paul Revere,/en/paul-revere,1734 - 1818,32
Armando Reveron,/en/armando-reveron,1889 - 1954,27
Pablo Rey,/en/pablo-rey,born 1968,30
Joshua Reynolds,/en/joshua-reynolds,1723 - 1792,223
Reza Rahimi Lasko,/en/reza-rahimi-lasko,born 1979,24
Jason Rhoades,/en/jason-rhoades,1965 - 2006,11
Francesco Ribalta,/en/francesco-ribalta,1565 - 1628,31
Georges Ribemont-Dessaignes,/en/georges-ribemont-dessaignes,1884 - 1974,14
Jusepe de Ribera,/en/jusepe-de-ribera,1591 - 1652,97
Theodule Ribot,/en/theodule-ribot,1823 - 1891,36
Germaine Richier,/en/germaine-richier,1902 - 1959,19
Daniel Richter,/en/daniel-richter,born 1962,10
Gerhard Richter,/en/gerhard-richter,born 1932,124
Hans Richter,/en/hans-richter,1888 - 1976,25
George Rickey,/en/george-rickey,1907 - 2002,11
Martín Rico y Ortega,/en/martin-rico,1833 - 1908,68
Thomas Riesner,/en/thomas-riesner,born 1971,30
Hyacinthe Rigaud,/en/hyacinthe-rigaud,1659 - 1743,20
Bridget Riley,/en/bridget-riley,born 1931,48
John Riley,/en/john-riley,1646 - 1691,80
Orazio Riminaldi,/en/orazio-riminaldi,1586 - 1630,4
Faith Ringgold,/en/faith-ringgold,born 1930,20
Jean-Paul Riopelle,/en/jean-paul-riopelle,1923 - 2002,22
Edouard Riou,/en/edouard-riou,1833 - 1900,119
Jozsef Rippl-Ronai,/en/jozsef-rippl-ronai,1861 - 1927,34
Roberto Rive,/en/robert-rive,c.1825 - c.1889,56
Arturo Rivera,/en/arturo-rivera,1945 - 2020,37
Diego Rivera,/en/diego-rivera,1886 - 1957,145
Manuel Rivera,/en/manuel-rivera,1927 - 1995,22
Larry Rivers,/en/larry-rivers,1923 - 2002,0
Briton Riviere,/en/briton-riviere,1840 - 1920,49
Jean-André Rixens,/en/jean-andre-rixens,1846 - 1925,17
Hubert Robert,/en/hubert-robert,1733 - 1808,39
Louis Léopold Robert,/en/leopold-robert,1794 - 1835,21
David Roberts,/en/david-roberts,1796 - 1864,68
Tom Roberts,/en/tom-roberts,1856 - 1931,95
Christina Robertson,/en/christina-robertson,1796 - 1854,34
Charles Robinson,/en/charles-robinson,1870 - 1937,44
Theodore Robinson,/en/theodore-robinson,1852 - 1896,69
Marietta Robusti,/en/marietta-robusti,c.1560 - 1590,6
Georges Rochegrosse,/en/georges-rochegrosse,c.1859 - 1938,67
Dorothea Rockburne,/en/dorothea-rockburne,born 1932,16
Gerwald Rockenschaub,/en/gerwald-rockenschaub,born 1952,15
Rockwell Kent,/en/rockwell-kent,1882 - 1971,39
Norman Rockwell,/en/norman-rockwell,1894 - 1978,238
Henryk Rodakowski,/en/henryk-rodakowski,1823 - 1894,47
Alexander Rodchenko,/en/alexander-rodchenko,1891 - 1956,86
Lennart Rodhe,/en/lennart-rodhe,1916 - 2005,15
Auguste Rodin,/en/auguste-rodin,1840 - 1917,90
Joaquim Rodrigo,/en/joaquim-rodrigo,1912 - 1996,22
Manuel Rodriguez de Guzman,/en/manuel-rodriguez-de-guzman,1818 - 1867,11
Nicholas Roerich,/en/nicholas-roerich,1874 - 1947,1843
Christian Rohlfs,/en/christian-rohlfs,1849 - 1938,29
Warren Rohrer,/en/warren-rohrer,1927 - 1995,36
Alexander Roitburd,/en/alexander-roitburd,born 1961,264
Fyodor Rokotov,/en/fyodor-rokotov,1736 - 1808,37
Alfred Roller,/en/alfred-roller,1864 - 1935,26
Anton Romako,/en/anton-romako,1832 - 1889,88
Romanesque Architecture,/en/romanesque-architecture,c.1000 - c.1250,245
Antoniazzo Romano,/en/antoniazzo-romano,c.1430 - c.1510,82
Giulio Romano,/en/giulio-romano,c.1499 - 1546,22
Julio Romero de Torres,/en/julio-romero-de-torres,1874 - 1930,35
George Romney,/en/george-romney,1734 - 1802,233
Felicien Rops,/en/felicien-rops,1833 - 1898,81
Salvator Rosa,/en/salvator-rosa,1615 - 1673,107
Ottone Rosai,/en/ottone-rosai,1895 - 1957,31
Harmonia Rosales,/en/harmonia-rosales,born 1984,26
Giulio Rosati,/en/giulio-rosati,1857 - 1919,24
Guy Rose,/en/guy-rose,1867 - 1925,126
William Balthazar Rose,/en/william-balthazar-rose,born 1961,38
Ralph Rosenborg,/en/ralph-rosenborg,1913 - 1992,13
James Rosenquist,/en/james-rosenquist,1933 - 2017,47
Constantin Daniel Rosenthal,/en/constantin-daniel-rosenthal,1820 - 1851,13
Toby Edward Rosenthal,/en/toby-edward-rosenthal,1848 - 1917,17
Toros Roslin,/en/toros-roslin,c.1210 - c.1270,25
Dante Gabriel Rossetti,/en/dante-gabriel-rossetti,1828 - 1882,199
Medardo Rosso,/en/medardo-rosso,1858 - 1928,12
Theodore Roszak,/en/theodore-roszak,1907 - 1981,10
Mimmo Rotella,/en/mimmo-rotella,1918 - 2006,25
Dieter Roth,/en/dieter-roth,1930 - 1998,86
Susan Rothenberg,/en/susan-rothenberg,born 1945,15
Mark Rothko,/en/mark-rothko,1903 - 1970,169
Francois Rouan,/en/francois-rouan,born 1943,11
Georges Rouault,/en/georges-rouault,1871 - 1958,19
Luis Álvarez Roure,/en/luis-alvare-roure,born 1976,31
Henri Rousseau,/en/henri-rousseau,1844 - 1910,123
Theodore Rousseau,/en/theodore-rousseau,1812 - 1867,145
Pierre Roy,/en/pierre-roy,1880 - 1950,20
Christian Royal,/en/christian-royal,born 1993,43
Lionel Noel Royer,/en/lionel-noel-royer,1852 - 1926,17
Olga Rozanova,/en/olga-rozanova,1886 - 1918,53
Endre Rozsda,/en/endre-rozsda,1913 - 1999,35
Richards Ruben,/en/richards-ruben,1925 - 1998,18
Peter Paul Rubens,/en/peter-paul-rubens,1577 - 1640,422
Andrei Rublev,/en/andrei-rublev,c.1360 - c.1430,58
Philipp Otto Runge,/en/philipp-otto-runge,1777 - 1810,26
Carl Rungius,/en/carl-rungius,1869 - 1959,16
Allen Ruppersberg,/en/allen-ruppersberg,born 1944,15
Edward Ruscha,/en/edward-ruscha,born 1937,75
Santiago Rusinol,/en/santiago-rusinol,1861 - 1931,39
John Ruskin,/en/john-ruskin,1819 - 1900,137
Charles M. Russell,/en/charles-m-russell,1864 - 1926,278
John Russell,/en/john-russell,1745 - 1806,36
John Peter Russell,/en/john-peter-russell,1858 - 1930,15
Morgan Russell,/en/morgan-russell,1886 - 1953,13
Luigi Russolo,/en/luigi-russolo,1883 - 1947,14
Ferdynand Ruszczyc,/en/ferdynand-ruszczyc,1870 - 1936,37
Claude Rutault,/en/claude-rutault,born 1941,21
Ivan Rutkovych,/en/ivan-rutkovych,c.1650 - c.1710,15
Rachel Ruysch,/en/rachel-ruysch,1664 - 1750,33
Stepan Ryabchenko,/en/stepan-ryabchenko,born 1987,17
Vasiliy Ryabchenko,/en/vasiliy-ryabchenko,born 1954,92
Andrei Ryabushkin,/en/andrei-ryabushkin,1861 - 1904,61
Anne Ryan,/en/anne-ryan,1889 - 1954,26
Mark Ryden,/en/mark-ryden,born 1963,42
Arkady Rylov,/en/arkady-rylov,1870 - 1939,59
Robert Ryman,/en/robert-ryman,born 1930,40
Theo van Rysselberghe,/en/theo-van-rysselberghe,1862 - 1926,186
Mustafa Sabbagh,/en/mustafa-sabbagh,born 1961,13
Luis Sacilotto,/en/luis-sacilotto,1924 - 2003,17
Ali Akbar Sadeghi,/en/ali-akbar-sadeghi,born 1937,7
Vasily Sadovnikov,/en/vasily-sadovnikov,1800 - 1879,31
Behjat Sadr,/en/behjat-sadr,1924 - 2009,15
Pieter Saenredam,/en/pieter-jansz-saenredam,1579 - 1665,27
Kay Sage,/en/kay-sage,1898 - 1963,20
Mahmoud Saiid,/en/mahmoud-saiid,1897 - 1964,79
Niki de Sainte Phalle,/en/niki-de-sainte-phalle,1930 - 2002,24
Kiyoshi Saito,/en/kiyoshi-saito,1907 - 1997,59
Ibrahim Salahi,/en/ibrahim-salahi,born 1930,10
Tahir Salahov,/en/tahir-salahov,born 1928,24
Raden Saleh,/en/raden-saleh,1811 - 1880,18
David Salle,/en/david-salle,born 1952,0
Sallinen Tyko,/en/sallinen-tyko,1879 - 1955,29
Paolo Salvati,/en/paolo-salvati,1939 - 2014,17
Vajiha Samadova,/en/v-cih-s-m-dova,1924 - 1965,11
Roberto Sambonet,/en/roberto-sambonet,1924 - 1995,10
Daniel Sambo-Richter,/en/daniel-sambo-richter,born 1966,50
Samira Eskandarfar,/en/samira-eskandarfar,born 1980,10
Mykola Samokysh,/en/mykola-samokysh,1860 - 1944,23
Cagnaccio di San Pietro,/en/cagnaccio-di-san-pietro,1897 - 1946,17
Fred Sandback,/en/fred-sandback,1943 - 2003,16
Frederick Sandys,/en/frederick-sandys,1829 - 1904,74
Antonio Sanfilippo,/en/antonio-sanfilippo,1923 - 1980,21
Guilherme de Santa-Rita,/en/guilherme-de-santa-rita,1889 - 1918,9
Giuseppe Santomaso,/en/giuseppe-santomaso,1907 - 1990,31
